Player,Team,Pos,RkOv,FPts,PPG,Ros%,G1 Start,ADP,Big 3 ADP,Starts,% Starts,% SiS,PPS,Median PPS,Median - Mean,PP90,xPP90,xPP90 Δ,gPPS,gPPS Form,23/24 gPPS,gPP90,Ceiling,Floor,GACS%,Mins,Total SP,SPP90,SP%,SP Reliance%,Prev SP,Prev FPts,Prev gPts,ProjFPts,ProjGPts,ProjMins,ProjGS,Big 3 Ros%,ROS Rank,+/-,WARPS,WAR,Last Updated
Miguel Almiron,NEW,M,456,12.00,1.33,4,,192.50,164.50,1,3,4,2.0,2.0,0.0,7.5,11.4,-3.9,2.0,,,7.5,2.0,2.0,0,144,0,0.0,0,0,0,,,,,,,0,200,0,-0.05,-0.05,6/27/2025 12:40pm
Renato Veiga,CHE,M,457,12.00,1.71,0,,300.00,300.00,1,3,5,6.5,6.5,0.0,6.3,6.8,-0.5,7.5,,,7.9,6.5,6.5,8,172,0,0.0,0,0,0,,,,,,,0,200,0,-0.01,-0.01,6/27/2025 12:40pm
Pedro Lima,WOL,D,458,11.00,3.67,1,,1102.80,300.00,1,3,5,6.8,6.8,0.0,14.6,20.3,-5.7,10.8,,,19.9,6.8,6.8,0,68,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Carlos Borges,WOL,F,459,11.00,1.10,0,,300.00,300.00,1,3,4,5.8,5.8,0.0,4.4,4.8,-0.4,7.8,,,6.0,5.8,5.8,0,224,0,0.0,0,0,0,,,,,,,0,200,0,-0.02,-0.02,6/27/2025 12:40pm
Mykhailo Mudryk,CHE,M,460,10.75,1.54,12,,136.80,137.00,1,3,8,0.5,0.5,0.0,6.9,12.5,-5.6,0.5,,,6.9,0.5,0.5,0,140,2,1.2,16,0,0,,,,,,,0,200,0,-0.07,-0.07,6/27/2025 12:40pm
Chiedozie Ogbene,IPS,F,461,10.25,2.05,1,,300.00,300.00,3,8,43,2.8,4.0,1.3,3.9,4.2,-0.2,2.8,,,3.9,5.1,0.4,0,235,0,0.0,0,0,0,,,,,,,0,200,0,-0.04,-0.13,6/27/2025 12:40pm
Dane Scarlett,TOT,F,462,10.25,3.42,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,33.0,13.7,19.3,,,,13.7,0.0,0.0,59,28,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ross Stewart,SOU,F,463,10.25,0.93,0,,300.00,300.00,4,11,33,3.9,1.4,-2.5,5.4,5.6,-0.2,1.6,2.0,,3.7,9.5,-1.8,40,375,0,0.0,0,0,0,,3.25,3.7,2.4,60,0,3,200,0,-0.03,-0.14,6/27/2025 12:40pm
Brandon Austin,TOT,G,464,10.25,10.25,0,,300.00,300.00,1,3,8,10.3,10.3,0.0,10.3,9.3,1.0,14.3,,,14.3,10.3,10.3,0,90,0,0.0,0,0,0,,,,,,,0,200,0,0.03,0.03,6/27/2025 12:40pm
Andy Irving,WHU,M,465,10.25,1.02,0,,300.00,300.00,1,3,4,3.5,3.5,0.0,6.0,7.2,-1.2,5.5,,,8.3,3.5,3.5,0,155,0,0.0,0,0,0,,,,,,,0,200,0,-0.04,-0.04,6/27/2025 12:40pm
Max Aarons,BOU,D,466,10.00,3.33,1,,1140.90,300.00,1,3,7,9.0,9.0,0.0,11.0,10.3,0.7,3.0,,,4.4,9.0,9.0,60,82,0,0.0,0,0,0,,,,,,,0,200,0,0.02,0.02,6/27/2025 12:40pm
Paris Maghoma,BRF,M,467,9.75,1.22,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,8.4,9.6,-1.3,,,,8.4,0.0,0.0,0,105,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Massimo Luongo,IPS,M,468,9.50,0.95,1,,349.80,300.00,2,5,9,2.0,2.0,0.0,4.8,4.8,0.0,2.0,,,4.8,3.1,0.9,0,188,0,0.0,0,0,0,,,3.0,2.8,68,0,0,200,0,-0.05,-0.10,6/27/2025 12:40pm
Seamus Coleman,EVE,D,469,9.25,1.85,8,,300.00,300.00,3,8,17,2.3,2.3,-0.1,3.9,6.0,-2.0,5.7,,,8.2,4.7,-0.0,0,212,0,0.0,0,0,0,,,2.6,5.6,86,0,0,200,0,-0.04,-0.13,6/27/2025 12:40pm
Julian Araujo,BOU,D,470,9.00,0.75,1,,300.00,300.00,7,18,37,1.1,1.8,0.7,1.7,2.0,-0.4,4.2,,,6.1,3.3,-1.2,0,486,0,0.0,0,0,0,,,3.5,1.4,65,0,0,200,0,-0.06,-0.40,6/27/2025 12:40pm
Lamare Bogarde,AVL,D,471,9.00,1.12,1,,300.00,300.00,5,13,23,0.2,-0.5,-0.7,1.7,2.5,-0.8,5.0,,,6.7,2.8,-2.4,0,470,0,0.0,0,0,0,,,2.6,3.1,77,0,0,200,0,-0.07,-0.33,6/27/2025 12:40pm
Tyler Fredricson,MUN,D,472,8.75,4.38,1,,300.00,300.00,2,5,25,4.4,4.4,0.0,4.8,7.1,-2.3,9.4,,,10.2,12.3,-3.6,0,165,0,0.0,0,0,0,,,5.4,8.1,82,0,0,200,0,-0.02,-0.05,6/27/2025 12:40pm
Harry Toffolo,NOT,D,473,8.50,2.12,1,,1169.40,300.00,1,3,4,4.8,4.8,0.0,5.8,4.5,1.2,8.8,,,9.8,4.8,4.8,0,133,1,0.7,11,0,0,,,6.7,7.3,88,0,7,200,0,-0.02,-0.02,6/27/2025 12:40pm
Jay Robinson,SOU,D,474,8.25,2.75,0,,300.00,300.00,1,3,20,4.0,4.0,0.0,8.4,10.1,-1.7,6.0,,,11.1,4.0,4.0,0,132,0,0.0,0,0,0,,6.00,,,,,0,200,0,-0.03,-0.03,6/27/2025 12:40pm
Odsonne Edouard,LEI,F,475,8.00,1.33,2,,351.60,185.00,1,3,11,2.8,2.8,0.0,5.2,7.6,-2.4,2.8,,,5.2,2.8,2.8,0,138,0,0.0,0,0,0,,,,,,,0,200,0,-0.04,-0.04,6/27/2025 12:40pm
Hakon Valdimarsson,BRF,G,476,7.75,3.88,1,,300.00,300.00,1,3,3,0.0,0.0,0.0,4.9,5.5,-0.6,4.0,,,7.4,0.0,0.0,0,143,0,0.0,0,0,0,,,7.7,7.7,90,0,0,200,0,-0.07,-0.07,6/27/2025 12:40pm
Ayden Heaven,MUN,D,477,7.75,2.58,1,,300.00,300.00,2,5,18,9.6,9.6,0.0,11.0,10.8,0.2,6.6,,,9.9,14.0,5.2,29,168,0,0.0,0,0,0,,6.75,,,,,0,200,0,0.03,0.06,6/27/2025 12:40pm
Jakub Moder,BHA,M,478,7.75,1.94,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,99.6,115.1,-15.4,,,,99.6,0.0,0.0,0,7,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Altay Bayindir,MUN,G,479,7.50,2.50,3,,300.00,300.00,4,11,13,4.1,2.9,-1.3,4.1,5.6,-1.5,7.1,6.3,,7.1,7.4,0.8,48,360,0,0.0,0,0,0,,1.00,7.7,7.7,90,1,7,200,0,-0.03,-0.11,6/27/2025 12:40pm
Jorginho,ARS,M,480,7.00,0.47,2,,353.10,300.00,9,24,26,1.2,2.0,0.8,0.9,1.3,-0.4,1.6,,,2.0,3.5,-1.1,29,692,0,0.0,0,0,0,,,2.5,1.3,75,0,0,200,0,-0.06,-0.53,6/27/2025 12:40pm
Harrison Reed,FUL,M,481,7.00,0.58,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,7.7,10.3,-2.6,,,,12.1,0.0,0.0,0,82,4,3.9,56,43,0,,,7.1,6.8,77,0,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ryan Fraser,SOU,M,482,7.00,0.88,0,,300.00,300.00,4,11,31,2.0,1.9,-0.1,2.1,4.4,-2.3,2.0,,,4.2,3.8,0.2,0,299,2,0.6,11,0,0,,,,,,,0,200,0,-0.05,-0.20,6/27/2025 12:40pm
Harry Amass,MUN,D,483,6.75,1.35,2,,1156.20,185.00,4,11,31,1.5,0.3,-1.3,1.8,3.4,-1.7,6.0,6.6,,6.5,5.6,-2.6,0,344,0,0.0,0,0,0,,,3.1,4.7,77,0,10,200,0,-0.05,-0.21,6/27/2025 12:40pm
Federico Chiesa,LIV,F,484,6.25,1.04,19,,300.00,300.00,1,3,5,3.8,3.8,0.0,5.7,9.3,-3.6,3.8,,,5.7,3.8,3.8,0,98,0,0.0,0,0,0,,,10.6,7.6,73,0,14,104,14,-0.04,-0.04,6/27/2025 12:40pm
Callum Wilson,NEW,F,485,6.25,0.37,14,,212.10,179.00,2,5,11,1.8,1.8,0.0,1.7,2.8,-1.1,1.8,,,2.2,2.1,1.4,0,340,0,0.0,0,0,0,,,8.6,2.5,79,0,3,200,0,-0.05,-0.11,6/27/2025 12:40pm
Jeremy Monga,LEI,M,486,6.25,1.04,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,7.6,9.2,-1.7,,,,7.6,0.0,0.0,0,98,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Lewis Orford,WHU,M,487,6.00,3.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,12.0,12.0,0.0,,,,12.0,0.0,0.0,0,45,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Emiliano Buendia,AVL,M,488,5.75,0.48,5,,143.30,157.50,0,0,0,0.0,0.0,0.0,6.6,13.7,-7.2,,,,8.8,0.0,0.0,0,79,1,1.0,13,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Kosta Nedeljkovic,AVL,D,489,5.75,1.15,1,,1065.90,300.00,0,0,0,0.0,0.0,0.0,4.5,,,,,,10.7,0.0,0.0,0,116,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Armel Bella Kotchap,SOU,D,490,5.25,1.31,0,,300.00,300.00,2,5,17,0.3,0.3,0.0,1.4,3.8,-2.4,6.3,,,8.6,4.1,-3.6,0,327,0,0.0,0,0,0,,,2.6,6.9,90,0,0,200,0,-0.07,-0.13,6/27/2025 12:40pm
Maxwel Cornet,SOU,M,491,5.00,2.50,0,,1166.40,300.00,1,3,20,4.3,4.3,0.0,6.4,8.7,-2.3,4.3,,,9.0,4.3,4.3,0,70,2,2.5,46,0,0,,,,,,,0,200,0,-0.03,-0.03,6/27/2025 12:40pm
Yunus Konak,BRF,M,492,5.00,0.50,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,15.0,20.4,-5.4,,,,15.0,0.0,0.0,0,30,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Rodri,MCI,M,493,4.75,1.58,29,,28.20,25.00,1,3,20,1.5,1.5,0.0,6.0,6.0,0.0,1.5,,,6.0,1.5,1.5,0,71,0,0.0,0,0,0,,,,,,,3,200,0,-0.06,-0.06,6/27/2025 12:40pm
Billy Gilmour,BHA,M,494,4.25,2.12,0,,393.60,300.00,1,3,50,4.3,4.3,0.0,4.0,4.9,-0.9,4.3,,,4.0,4.3,4.3,0,95,2,1.9,26,0,0,,,,,,,0,200,0,-0.03,-0.03,6/27/2025 12:40pm
Woyo Coulibaly,LEI,D,495,4.25,1.06,0,,300.00,300.00,1,3,10,-1.0,-1.0,0.0,3.6,9.6,-6.0,7.0,,,15.6,-1.0,-1.0,0,105,0,0.0,0,0,0,,,2.4,4.6,60,0,0,200,0,-0.08,-0.08,6/27/2025 12:40pm
Oscar Bobb,MCI,M,496,4.00,1.33,15,,135.10,115.00,0,0,0,0.0,0.0,0.0,30.0,34.5,-4.5,,,,30.0,0.0,0.0,0,12,0,0.0,0,0,0,,,13.1,7.4,90,0,7,200,0,0.00,0.00,6/27/2025 12:40pm
Samuel Edozie,SOU,M,497,4.00,2.00,2,,284.10,165.00,0,0,0,0.0,0.0,0.0,5.7,6.6,-0.9,,,,8.6,0.0,0.0,0,63,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Chadi Riad,CRY,D,498,4.00,4.00,1,,1096.80,300.00,1,3,17,4.0,4.0,0.0,4.0,5.2,-1.2,8.0,,,8.0,4.0,4.0,0,90,0,0.0,0,0,0,,,,,,,0,200,0,-0.03,-0.03,6/27/2025 12:40pm
Harry Clarke,IPS,D,499,4.00,0.57,0,,300.00,300.00,4,11,33,0.5,0.6,0.1,1.0,4.0,-3.1,8.5,,,8.6,10.0,-9.0,0,375,0,0.0,0,0,0,,,,,,,0,200,0,-0.06,-0.25,6/27/2025 12:40pm
Martial Godo,FUL,F,500,4.00,2.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,19.0,21.8,-2.8,,,,19.0,0.0,0.0,0,19,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Rico Henry,BRF,D,501,3.50,0.70,9,,148.80,158.00,0,0,0,0.0,0.0,0.0,3.5,5.5,-2.0,,,,9.5,0.0,0.0,0,90,0,0.0,0,0,0,,,4.0,5.3,78,0,0,200,0,0.00,0.00,6/27/2025 12:40pm
Albert Gronbaek,SOU,M,502,3.25,0.81,0,,300.00,300.00,2,5,33,1.6,1.6,0.0,2.1,2.7,-0.6,1.6,,,2.1,1.8,1.5,0,139,0,0.0,0,0,0,,,2.9,1.6,66,0,0,200,0,-0.05,-0.11,6/27/2025 12:40pm
Vitezslav Jaros,LIV,G,503,3.25,3.25,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,29.3,27.5,1.8,,,,29.3,0.0,0.0,0,10,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Marc Guiu,CHE,F,504,3.00,1.00,1,,353.90,168.50,0,0,0,0.0,0.0,0.0,4.0,4.0,0.0,,,,4.0,0.0,0.0,0,68,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ali Al-Hamadi,IPS,F,505,3.00,0.27,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,2.3,5.6,-3.3,,,,7.0,0.0,0.0,0,116,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Chiquinho,WOL,F,506,3.00,3.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,54.0,54.0,0.0,,,,54.0,0.0,0.0,0,5,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Carlos Vinicius,FUL,F,507,3.00,1.00,0,,1136.60,300.00,0,0,0,0.0,0.0,0.0,27.0,27.0,0.0,,,,27.0,0.0,0.0,0,10,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Eric da Silva Moreira,NOT,F,508,3.00,1.50,0,,1112.80,300.00,0,0,0,0.0,0.0,0.0,10.0,10.0,0.0,,,,10.0,0.0,0.0,0,27,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Gustavo Nunes Fernandes Gomes,BRF,F,509,2.50,0.83,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,22.5,22.5,0.0,,,,22.5,0.0,0.0,0,10,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Asher Agbinone,CRY,M,510,2.50,1.25,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,112.5,112.5,0.0,,,,112.5,0.0,0.0,0,2,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Shumaira Mheuka,CHE,F,511,2.50,2.50,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,225.0,306.0,-81.0,,,,225.0,0.0,0.0,0,1,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ben Winterburn,BOU,M,512,2.50,0.83,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,11.3,11.3,0.0,,,,11.3,0.0,0.0,0,20,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Chido Obi-Martin,MUN,F,513,2.25,0.38,4,,300.00,300.00,1,3,9,1.0,1.0,0.0,1.6,5.3,-3.7,1.0,,,2.8,1.0,1.0,0,155,0,0.0,0,0,0,,,6.1,3.5,70,0,25,200,0,-0.06,-0.06,6/27/2025 12:40pm
Tyrell Malacia,MUN,D,514,2.25,0.75,0,,1136.80,300.00,2,5,18,0.5,0.5,0.0,2.1,2.3,-0.2,2.5,,,5.7,1.9,-0.9,0,98,0,0.0,0,0,0,,,,,,,0,200,0,-0.06,-0.13,6/27/2025 12:40pm
Matt Targett,NEW,D,515,2.00,1.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,10.0,7.0,3.0,,,,10.0,0.0,0.0,0,18,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Daniel Podence,WOL,M,516,2.00,1.00,0,,1181.80,300.00,0,0,0,0.0,0.0,0.0,4.1,4.1,0.0,,,,4.1,0.0,0.0,0,44,1,2.0,37,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Nathan Butler-Oyedeji,ARS,M,517,2.00,2.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,36.0,,,,,,36.0,0.0,0.0,0,5,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Joachim Kayi-Sanda,SOU,D,518,2.00,2.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,18.0,32.4,-14.4,,,,36.0,0.0,0.0,0,10,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Youssef Chermiti,EVE,F,519,1.50,0.38,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,3.5,5.5,-2.1,,,,8.1,0.0,0.0,0,39,0,0.0,0,0,0,,,8.3,6.8,72,0,3,200,0,0.00,0.00,6/27/2025 12:40pm
Eiran Cashin,BHA,M,520,1.50,0.75,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,7.5,7.5,0.0,,,,7.5,0.0,0.0,0,18,0,0.0,0,0,0,,,6.5,7.0,82,0,0,200,0,0.00,0.00,6/27/2025 12:40pm
Vitor de Oliveira Nunes dos Reis,MCI,D,521,1.25,1.25,1,,300.00,300.00,0,0,0,0.0,0.0,0.0,112.5,112.5,0.0,,,,112.5,0.0,0.0,0,1,0,0.0,0,0,0,,,5.5,5.6,82,0,0,200,0,0.00,0.00,6/27/2025 12:40pm
Kaelan Casey,WHU,D,522,1.25,1.25,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,112.5,94.5,18.0,,,,112.5,0.0,0.0,0,1,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Caleb Kporha,CRY,D,523,1.25,0.62,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,11.3,27.5,-16.2,,,,29.3,0.0,0.0,0,10,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Marcus Harness,IPS,M,524,1.25,0.62,0,,1175.10,181.00,0,0,0,0.0,0.0,0.0,2.7,2.7,0.0,,,,2.7,0.0,0.0,0,41,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Nasser Djiga,WOL,D,525,1.00,0.20,1,,300.00,300.00,1,3,8,-1.8,-1.8,0.0,1.4,3.7,-2.3,2.3,,,7.0,-1.8,-1.8,0,64,0,0.0,0,0,0,,,5.9,6.7,80,0,0,200,0,-0.09,-0.09,6/27/2025 12:40pm
Julio Soler,BOU,D,526,1.00,0.50,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,11.3,31.5,-20.3,,,,33.8,0.0,0.0,0,8,0,0.0,0,0,0,,,8.6,5.2,78,0,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ronnie Edwards,SOU,D,527,1.00,1.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,8.2,19.6,-11.5,,,,24.6,0.0,0.0,0,11,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Zain Silcott-Duberry,BOU,F,528,1.00,1.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,90.0,90.0,0.0,,,,90.0,0.0,0.0,0,1,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ryan Trevitt,BRF,M,529,1.00,1.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,45.0,45.0,0.0,,,,45.0,0.0,0.0,0,2,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Harry Howell,BHA,M,530,1.00,1.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,18.0,18.0,0.0,,,,18.0,0.0,0.0,0,5,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Roman Dixon,EVE,D,531,0.50,0.50,0,,300.00,300.00,1,3,12,0.5,0.5,0.0,0.5,3.7,-3.2,8.5,,,8.5,0.5,0.5,0,90,0,0.0,0,0,0,,,,,,,0,200,0,-0.06,-0.06,6/27/2025 12:40pm
Jake Evans,LEI,F,532,0.50,0.17,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,2.5,2.5,0.0,,,,2.5,0.0,0.0,0,18,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Mateus Mane,WOL,F,533,0.50,0.50,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,45.0,45.0,0.0,,,,45.0,0.0,0.0,0,1,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Scott McTominay,MUN,M,534,0.25,0.12,8,,151.30,167.00,0,0,0,0.0,0.0,0.0,1.5,6.9,-5.4,,,,1.5,0.0,0.0,0,15,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Takehiro Tomiyasu,ARS,D,535,0.25,0.25,1,,359.90,300.00,0,0,0,0.0,0.0,0.0,4.5,40.5,-36.0,,,,4.5,0.0,0.0,0,5,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Josh Acheampong,CHE,D,536,0.25,0.06,0,,300.00,300.00,2,5,9,1.1,1.1,0.0,0.1,2.2,-2.1,4.1,,,4.5,2.4,-0.1,0,167,0,0.0,0,0,0,,,1.1,1.3,80,0,0,200,0,-0.06,-0.11,6/27/2025 12:40pm
Danny Ward,LEI,G,537,0.25,0.12,0,,300.00,300.00,1,3,6,-2.0,-2.0,0.0,0.2,3.6,-3.5,4.0,,,8.2,-2.0,-2.0,0,135,0,0.0,0,0,0,,,,,,,0,200,0,-0.09,-0.09,6/27/2025 12:40pm
Ivan Toney,BRF,F,538,0.00,0.00,19,,25.80,23.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Conor Gallagher,CHE,M,539,0.00,0.00,17,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Valentin Barco,BHA,D,540,0.00,0.00,13,,131.30,132.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Manor Solomon,TOT,F,541,0.00,0.00,2,,339.10,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Djordje Petrovic,CHE,G,542,0.00,0.00,2,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Claudio Echeverri,MCI,M,543,0.00,0.00,1,,300.00,300.00,0,0,0,0.0,0.0,0.0,-11.3,-11.3,0.0,,,,-11.3,0.0,0.0,0,4,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ben Doak,LIV,F,544,0.00,0.00,1,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Fabio Vieira,ARS,M,545,0.00,0.00,1,,1062.00,176.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Stefan Bajcetic,LIV,M,546,0.00,0.00,1,,1113.20,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Romelu Lukaku,CHE,F,547,0.00,0.00,1,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Carlos Miguel,NOT,G,548,0.00,0.00,1,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Matt Turner,CRY,G,549,0.00,0.00,1,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,7.7,7.7,90,0,0,200,0,0.00,0.00,6/27/2025 12:40pm
Joao Cancelo,MCI,D,550,0.00,0.00,1,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Joao Virginia,EVE,G,551,0.00,0.00,1,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,7.7,7.7,90,0,0,200,0,0.00,0.00,6/27/2025 12:40pm
Carney Chukwuemeka,CHE,M,552,0.00,0.00,1,,1167.80,169.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Aaron Hickey,BRF,D,553,0.00,0.00,1,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Sekou Mara,SOU,F,554,0.00,0.00,0,,385.50,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Kurt Zouma,WHU,D,555,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Gavin Bazunu,SOU,G,556,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Omari Kellyman,CHE,M,557,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ethan Wheatley,MUN,F,558,0.00,0.00,0,,300.00,300.00,0,0,0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
